,timestamp,high,low,close,open,volume,day_of_week,hour,minute,Return_5,MovingAvg_5,ExpMovingAvg_5,Volatility_5,Return_10,MovingAvg_10,ExpMovingAvg_10,Volatility_10,Return_20,MovingAvg_20,ExpMovingAvg_20,Volatility_20,Return_30,MovingAvg_30,ExpMovingAvg_30,Volatility_30,Return_50,MovingAvg_50,ExpMovingAvg_50,Volatility_50,target_high,target_low
50,2022-07-14 17:40:00,147.5500030517578,147.30999755859375,147.5050048828125,147.36000061035156,627068,3,17,40,0.003640223567161538,147.2699432373047,147.26313365405133,0.2861520431194896,0.007444671971192918,146.9727020263672,147.06569025733666,0.24222027107096095,0.003640223567161538,146.8177947998047,146.7848093970191,0.2449052453359452,0.01553203170320372,146.66472625732422,146.49860965767365,0.24871840369721712,0.02562228737957528,145.76103790283204,145.99402295858195,0.2691217719327184,148.48500061035156,148.22999572753906
51,2022-07-14 17:45:00,147.57000732421875,147.42999267578125,147.51499938964844,147.50999450683594,531054,3,17,45,0.003571629885467109,147.37494201660155,147.34708889925037,0.28694675107106293,0.006054092845033443,147.06147155761718,147.1473828268479,0.24107909881074172,0.0042548846252090655,146.8490447998047,146.85435130107905,0.243664220834894,0.013048063900073625,146.72805938720703,146.5641831887688,0.24278695153183416,0.02797908982333408,145.841337890625,146.05366909313358,0.26325183174952926,148.55999755859375,148.25999450683594
52,2022-07-14 17:50:00,147.66000366210938,147.16000366210938,147.2469940185547,147.5,610286,3,17,50,-0.0011058248389188563,147.34234008789062,147.31372393901847,0.2620073750438343,0.00523619820717558,147.13817138671874,147.16549395261276,0.25672531255592,0.0020551000665822716,146.8641441345215,146.89174584560055,0.25254965699088433,0.010582973598174394,146.77945912679036,146.6082355003679,0.25011871061809215,0.02446871892084257,145.91167572021484,146.10046614903246,0.2668672530936507,148.61000061035156,148.3249969482422
53,2022-07-14 17:55:00,147.5998992919922,147.24989318847656,147.5449981689453,147.24989318847656,696162,3,17,55,0.003154026612631311,147.43511962890625,147.3908153489941,0.23318170531184224,0.005760062973970248,147.22267150878906,147.23449471921867,0.26267911202426314,0.0036392332637253944,146.89089431762696,146.95396035258577,0.2602303380183599,0.010374576472729657,146.8299591064453,146.66867180156646,0.2491472164474792,0.021355332352909207,145.97337554931642,146.15711446353885,0.25163797469732885,148.8415985107422,148.56100463867188
54,2022-07-14 18:00:00,147.91000366210938,147.47999572753906,147.85000610351562,147.5500030517578,799115,3,18,0,0.003300709356890197,147.53240051269532,147.5438789338346,0.23792861094354142,0.008526602646369286,147.34767150878906,147.34640587999993,0.2622948342070621,0.007084044426244107,146.94289474487306,147.03929804315052,0.2615679810771252,0.013434825704758069,146.89529266357422,146.74488691782125,0.25065699652026335,0.025273724703446243,146.0462677001953,146.2235023709889,0.24972011008513753,148.8415985107422,148.56100463867188
55,2022-07-14 18:05:00,148.0800018310547,147.74000549316406,148.02000427246094,147.83999633789062,1180665,3,18,5,0.0034914028175354606,147.635400390625,147.70258738004338,0.23959214619848498,0.007144335871515972,147.45267181396486,147.46887831499282,0.24881710603428442,0.010513439308029282,147.01989517211913,147.13269863641818,0.2466017573111204,0.013453915957817975,146.9607930501302,146.82715255360446,0.2507272698572498,0.027345935531193355,146.12506774902343,146.29395342594862,0.24842411364644143,148.8415985107422,148.56100463867188
56,2022-07-14 18:10:00,148.0312042236328,147.83999633789062,147.94000244140625,148.01499938964844,562984,3,18,10,0.002881083642451765,147.72040100097655,147.78172573383102,0.2514146695959465,0.006463003692358971,147.54767150878905,147.554537247068,0.25455645805902893,0.009669520910292162,147.0907356262207,147.2095847130837,0.24901746738784786,0.009002914801379713,147.00479329427083,146.89894932055944,0.2334790591263762,0.02964928996925731,146.21026794433592,146.35850436773126,0.23980962522515575,148.8415985107422,148.56100463867188
57,2022-07-14 18:15:00,148.3699951171875,147.85499572753906,148.24000549316406,147.94000244140625,917777,3,18,15,0.0067438488726245804,147.91900329589845,147.9344856536087,0.16577353342781498,0.005630566518112223,147.63067169189452,147.67916783726727,0.2399429095093114,0.010691944879275717,147.16914596557618,147.30772002547232,0.25376183784807554,0.011186898508656506,147.05945994059246,146.98546907363072,0.2377256683799038,0.030446301016471278,146.2978680419922,146.43228872559138,0.24137311046541676,148.8415985107422,148.56100463867188
58,2022-07-14 18:20:00,148.48500061035156,148.22999572753906,148.3800048828125,148.24000549316406,871101,3,18,20,0.005659335960078282,148.08600463867188,148.0829920633433,0.15691074556335333,0.00883121226893735,147.76056213378905,147.80659275463913,0.1914131508027089,0.01145199706556932,147.25314636230468,147.40984239283807,0.2538289227224066,0.009731255285932328,147.10712687174478,147.075439125836,0.2317464967067811,0.0289960660145967,146.38149200439454,146.50866975136478,0.238774022859952,148.85000610351562,148.57000732421875
59,2022-07-14 18:25:00,148.55999755859375,148.25999450683594,148.46499633789062,148.37010192871094,901997,3,18,25,0.004159555015130767,148.20900268554686,148.21032682152577,0.1382771495437432,0.007473993854180128,147.8707015991211,147.92630249704848,0.18396129036017794,0.015604299987014958,147.36720123291016,147.51033324474784,0.21100894963315933,0.008930303687979757,147.15093027750652,147.16508797822664,0.23006389803062874,0.030362968361388853,146.46899200439452,146.58538844103248,0.23715397387571274,148.85000610351562,148.57000732421875
