high,low,close,open,volume,day_of_week,hour,minute,Return_5,MovingAvg_5,ExpMovingAvg_5,Volatility_5,Return_10,MovingAvg_10,ExpMovingAvg_10,Volatility_10,Return_20,MovingAvg_20,ExpMovingAvg_20,Volatility_20,Return_30,MovingAvg_30,ExpMovingAvg_30,Volatility_30,Return_50,MovingAvg_50,ExpMovingAvg_50,Volatility_50
137.83990478515625,136.63999938964844,136.82000732421875,137.0850067138672,1529727,1,13,30,0.019827098908023144,134.72220153808593,135.0363273582958,1.2667342864687083,0.02165478789519515,134.42460021972656,134.63196976373843,0.8952236008577329,0.0179681452836995,134.27421493530272,134.39256741692623,0.6578018099735996,0.019865145310806964,134.31961313883463,134.22702735512794,0.5427784264329555,0.023489039650481436,134.14166229248048,133.77481274057692,0.4404421666671192
137.13999938964844,135.66749572753906,135.97999572753906,136.8000030517578,667084,1,13,35,0.011906465148009637,135.04219970703124,135.3508834813769,1.4123395228620075,0.015989236761825953,134.63860015869142,134.87706539352035,0.9600400698047179,0.012433908117798653,134.35771484375,134.54375106555602,0.6909232599971178,0.012584723552747201,134.37594655354818,134.3401220888319,0.5685001105327107,0.017129128912511504,134.18746215820312,133.86129050477155,0.45855379469274654
136.13999938964844,135.1699981689453,135.41290283203125,135.9613037109375,688760,1,13,40,0.009188479829694618,135.28878173828124,135.3715565982617,1.4550242120400556,0.008361825914354304,134.75089111328126,134.9744903823405,0.9857910908575217,0.009853744276030918,134.42378005981445,134.62652742426795,0.7032321140977713,0.008587132223788485,134.41437683105468,134.40933374968347,0.5796601364977576,0.015089273070798326,134.22772033691408,133.92213804701703,0.46433279502149194
135.58999633789062,134.74000549316406,135.47000122070312,135.39999389648438,587004,1,13,45,0.009538704493695649,135.54478149414064,135.40437147240885,1.4532615023412663,0.009463519384063313,134.87789154052734,135.0645832620428,0.9835321300802556,0.008636763332553254,134.4817802429199,134.70685826202367,0.7023174657863984,0.007436602892259447,134.447710164388,134.47776390910408,0.5787710225914934,0.012405677396283288,134.26092041015625,133.98283856363219,0.46126983801437665
135.67999267578125,134.57989501953125,134.6699981689453,135.47000122070312,529817,1,13,50,0.004692577651732588,135.6705810546875,135.15958037125435,1.5259612518826815,0.003913629876354241,134.93039093017578,134.99284051784323,1.0261432092282026,0.0014872978837408013,134.49178009033204,134.7033477769686,0.7273394497828297,0.001636305137201477,134.45504353841145,134.49016611941644,0.5984354802073174,0.007707264172410966,134.2815203857422,134.00978599913466,0.47532423109127286
135.2899932861328,134.65179443359375,135.13999938964844,134.65179443359375,531811,1,13,55,-0.012278963928055053,135.33457946777344,135.15305337738573,0.5759545899897663,0.0073046787476782615,135.02839050292968,135.01959667635327,1.0343504582809497,0.00534288850846476,134.5276901245117,134.74493364484286,0.7343531999016829,0.004011837010746699,134.4730433146159,134.5320908465282,0.6038930508444765,0.01141334306619024,134.31202026367188,134.0541080928803,0.4794917671418673
135.57000732421875,134.8300018310547,135.3800048828125,135.17999267578125,744414,1,14,0,-0.004412346400780587,135.21458129882814,135.22870387919465,0.5411481872847752,0.00744158329858724,135.12839050292968,135.08512544116405,1.0346319311798031,0.00856745281887461,134.5851905822754,134.80541661988758,0.7336533181826388,0.008041711143062846,134.50904337565103,134.5867949779014,0.602132936434575,0.012527602025497186,134.34552032470702,134.10610404542666,0.48034018774576576
135.90359497070312,135.2100067138672,135.7100067138672,135.35499572753906,356473,1,14,5,0.0021940588793407656,135.2740020751953,135.38913815741884,0.5032434694561742,0.011402698774793496,135.2813919067383,135.19874021801917,1.0311251204935517,0.0116664981293495,134.6634407043457,134.89156805740944,0.7352779179606685,0.010101823463974036,134.55428365071614,134.65926025118952,0.6045218010786918,0.013820454916183333,134.38252044677733,134.16900218928708,0.4818786988940059
135.83999633789062,135.35000610351562,135.67999267578125,135.6999969482422,279451,1,14,10,0.001550095616637659,135.31600036621094,135.48608966353964,0.5048493428176567,0.01110358601435757,135.43039093017578,135.28624066488499,1.031819266038316,0.014582291918997514,134.76094512939454,134.966656116302,0.7266705197636271,0.009701025107386796,134.59773661295574,134.7251139560019,0.6046672193435407,0.012612785381991953,134.4163201904297,134.2282567181692,0.48177977509801173
135.9600067138672,135.1855010986328,135.66000366210938,135.6699981689453,293317,1,14,15,0.007351344075330557,135.51400146484374,135.54406099639624,0.21947848445895826,0.012078418479981368,135.59229125976563,135.35419757347123,1.0284803700825362,0.015343185707604734,134.86344528198242,135.0326892159027,0.7254396187992166,0.007875967037816789,134.63307342529296,134.78542942091207,0.6038007309025751,0.013204712706214039,134.45168029785157,134.28440365714727,0.4814704147920104
135.7115936279297,135.1300048828125,135.25,135.67999267578125,206047,1,14,20,0.000813975217170082,135.53600158691407,135.44604066426416,0.28874176372917265,-0.011474983483214851,135.43529052734374,135.33525256011282,0.46913573521437624,0.009931316078550356,134.92994537353516,135.05338548105482,0.7324319644580215,0.006286977630130197,134.66124013264974,134.8154017163371,0.6078923724128876,0.012482890155569804,134.48503021240234,134.3222701803964,0.48314650524344194
135.49000549316406,134.61000061035156,134.6300048828125,135.3000030517578,281561,1,14,25,-0.005539961389787296,135.38600158691406,135.17402873711362,0.37087685285303634,-0.009927863561869144,135.3002914428711,135.2070257096946,0.43764702634298064,0.005902634238926785,134.96944580078124,135.01306351931746,0.7479061399554827,0.002382602412595025,134.67190704345703,134.80344063030327,0.6190152658863775,0.006316113148505664,134.5019302368164,134.33433820794215,0.49120457877391266
