high,low,close,open,volume,day_of_week,hour,minute,Return_5,MovingAvg_5,ExpMovingAvg_5,Volatility_5,Return_10,MovingAvg_10,ExpMovingAvg_10,Volatility_10,Return_20,MovingAvg_20,ExpMovingAvg_20,Volatility_20,Return_30,MovingAvg_30,ExpMovingAvg_30,Volatility_30,Return_50,MovingAvg_50,ExpMovingAvg_50,Volatility_50
375.45001220703125,374.2699890136719,374.30499267578125,375.1300048828125,7068401,1,13,30,0.020057461485119665,368.6289794921875,369.48740565045864,3.395795358337507,0.02101606083195673,367.78196105957034,368.36172717123804,2.3847178480091493,0.020927504495452665,367.29375915527345,367.68059464377006,1.6981419212322375,0.019640669121351984,367.2529530843099,367.3825844781159,1.3984390645707194,0.018877419633526626,367.0694818115234,366.8583351945068,1.1135573324780677
375.04998779296875,374.2200012207031,374.44000244140625,374.2900085449219,1986607,1,13,35,0.018856609321201256,370.0149780273438,371.1382712474412,3.42978211839367,0.02123335381684588,368.56049194335935,369.46686812945046,2.3821565634365376,0.020995834684159664,367.678759765625,368.3243477673545,1.6979192975700892,0.019577950827518675,367.49261983235675,367.83790176607016,1.3984858861607257,0.020536661226144393,367.2201818847656,367.155655478699,1.1101466254014787
374.75,373.8500061035156,374.1099853515625,374.45001220703125,1726828,1,13,40,0.018929620021191695,371.40501708984374,372.12884261548163,3.4272363378611734,0.01951212128722224,369.2764892578125,370.3110712607436,2.404355054747609,0.020707933993392658,368.0582534790039,368.8753608706124,1.7001614961760005,0.01951212128722224,367.7312856038412,368.2425523199729,1.3988961539041194,0.019970777475409207,367.3666815185547,367.4283742972426,1.111588143932263
374.2099914550781,373.260009765625,373.9700012207031,374.1199951171875,1385798,1,13,45,0.01799295477458407,372.72699584960935,372.7425621505555,3.4599916161488733,0.019047332348124613,369.97548828125,370.9763312534635,2.4103372260403186,0.018658766056392606,368.4007537841797,369.3605647134782,1.7031603478778021,0.01756311125515353,367.9464426676432,368.6120651522781,1.3991441231326582,0.017522385826451936,367.4954815673828,367.68490868639793,1.1089063763426619
374.2799987792969,372.45001220703125,372.4800109863281,374.2200012207031,1280531,1,13,50,0.015457630559343238,373.8609985351562,372.6550450958131,3.60943024327785,0.014531103875307316,370.5089904785156,371.2497275685298,2.505995775489513,0.014282478097081164,368.66300506591796,369.65765483470204,1.7515678821687213,0.013603993684898175,368.1130828857422,368.86161004479743,1.4329269987519555,0.015319265821209571,367.6078820800781,367.8729519138462,1.1268787124363098
373.42999267578125,372.4549865722656,373.1000061035156,372.4700012207031,1418139,1,13,55,-0.003219263958120333,373.6200012207031,372.8033654317139,0.7843469878339252,0.016773627264148994,371.12449035644534,371.58614184761814,2.492708915968045,0.016261272958631556,368.9615051269531,369.9854978126843,1.7510696412896698,0.015486792370082325,368.30274963378906,369.1350549518115,1.4345293537065806,0.018187431406642585,367.74117248535157,368.0779344310881,1.1264038611318217
373.989990234375,373.0400085449219,373.8399963378906,373.1199951171875,1566836,1,14,0,-0.0016024091966763132,373.5,373.14890906710616,0.8956220969903752,0.01722398412033055,371.7574890136719,371.9959335731222,2.4929292329106185,0.01902636227725729,369.31050567626954,370.352592910323,1.7483728667759844,0.0180412022005334,368.5235829671224,369.438599557365,1.4360398209024319,0.019860319805172333,367.8867724609375,368.30389764311957,1.1296642864278081
374.32000732421875,373.3900146484375,374.19000244140625,373.8388977050781,903873,1,14,5,0.0002138865386567268,373.51600341796876,373.4959401918729,0.9073132966755184,0.019147555350752965,372.46051025390625,372.3948551855375,2.4719897567350504,0.02009158434663405,369.6790054321289,370.7180604847119,1.745979415101624,0.018897215633509212,368.7549163818359,369.74514167891607,1.4357858119473113,0.020035999827962225,368.0337725830078,368.5347252822681,1.1298776293473463
374.3699951171875,373.760009765625,373.7799987792969,374.19000244140625,894102,1,14,10,-0.0005080686707117366,373.4780029296875,373.5906263876809,0.9267466591162844,0.017475744447257746,373.1024993896484,372.64669947531195,2.493223355502541,0.019641040075197624,370.0390060424805,371.00967365562474,1.7495076584884788,0.018529586324586234,368.98158264160156,370.005455040231,1.4376978920426569,0.01775306006726063,368.16417236328124,368.7404222821516,1.131880211001756
374.1000061035156,373.04998779296875,373.3800048828125,373.7900085449219,876882,1,14,15,0.0024162206559787958,373.6580017089844,373.52041921939144,0.5524002358414836,0.017911200261572002,373.75950012207034,372.78002773122114,2.485688803250336,0.018911154168187227,370.38550567626953,371.2354194867855,1.7545224952652545,0.01730105474929866,369.19324951171876,370.22316793330083,1.4419457622259497,0.0175178100105311,368.2927362060547,368.9223666978638,1.1326803100621228
373.42999267578125,372.3399963378906,372.45001220703125,373.3800048828125,1052561,1,14,20,-0.0017421438913191034,373.5280029296875,373.1636168819381,0.6668162984566608,-0.004955799428400298,373.5740020751953,372.72002490864116,0.6888136645198598,0.015956110021298153,370.6779815673828,371.3510949839517,1.7773616315868528,0.015867992552236032,369.3871734619141,370.3668353057996,1.452935528698245,0.01656751799585865,368.41413635253906,369.06070573743904,1.1383188912186832
372.739990234375,371.9100036621094,371.95001220703125,372.45001220703125,1163041,1,14,25,-0.005055596376453919,373.15000610351564,372.7590819903025,0.46127019378362627,-0.00664990443900193,373.3250030517578,372.5800225992575,0.6852445516638969,0.01444224960404239,370.94274749755857,371.40813471948314,1.785573156484533,0.014206309950890894,369.5608408610026,370.4689757510404,1.4584050488803015,0.014732027264757308,368.52213684082034,369.1740118735015,1.1416737205210288
