high,low,close,open,volume,day_of_week,hour,minute,Return_5,MovingAvg_5,ExpMovingAvg_5,Volatility_5,Return_10,MovingAvg_10,ExpMovingAvg_10,Volatility_10,Return_20,MovingAvg_20,ExpMovingAvg_20,Volatility_20,Return_30,MovingAvg_30,ExpMovingAvg_30,Volatility_30,Return_50,MovingAvg_50,ExpMovingAvg_50,Volatility_50
229.82000732421875,224.9199981689453,225.07000732421875,229.5,6769107,1,13,30,0.0266387433767854,220.76812133789062,221.36826478358904,2.4932704612538252,0.02950330414001634,219.92314910888672,220.38211266933686,1.7672746984028513,0.03029215919242878,219.21969451904297,219.8018705598414,1.3041369348159388,0.02539128432688198,219.45022583007812,219.58543195532286,1.1197328480960276,0.02088680087707928,219.81169952392577,219.02038294806852,0.9327151865098289
226.26499938964844,224.94000244140625,225.00999450683594,225.0399932861328,2220838,1,13,35,0.02330479820058029,221.79299926757812,222.58217469133803,2.549933421370813,0.030124076599780336,220.58114929199218,221.22354573070032,1.7609171437527409,0.030190069086372118,219.5493942260742,220.29788236431708,1.3044945229193168,0.02258539040194063,219.61588236490886,219.93540373283986,1.1185039617252117,0.02347049470124074,219.91489929199219,219.2552696758633,0.9274129503543073
225.97000122070312,224.3000946044922,225.50999450683594,224.9600067138672,2369261,1,13,40,0.0256515191472233,222.9209991455078,223.55811462983735,2.507406697188876,0.029815836130557605,221.23405914306642,222.00290005363405,1.7613346546014532,0.034022643374478134,219.92039413452147,220.79427399693793,1.2956882729937014,0.025605325838933712,219.80355224609374,220.29505475051704,1.1183642160267906,0.026608705981155056,220.03179931640625,219.50055300256813,0.9281278426434673
225.6199951171875,223.91000366210938,224.24000549316406,225.5449981689453,1590504,1,13,45,0.021478244973340166,223.86400146484374,223.7854115842796,2.6719773289023845,0.022899389857255592,221.7360595703125,222.40964649718495,1.8624734784884835,0.02357644010896487,220.17864456176758,221.12243890134044,1.3369043737217532,0.016400970020936212,219.92416585286458,220.54956770165558,1.1440150363689725,0.01820320216114868,220.1119775390625,219.68641388455228,0.9461403702088831
224.94000244140625,221.8800048828125,222.0850067138672,224.22999572753906,1994751,1,13,50,0.01182286735504201,224.38300170898438,223.2186099608088,3.012478528527301,0.011638536640903308,221.99156036376954,222.35062108203624,2.044896794735474,0.013733135776548888,220.32907485961914,221.21411202634297,1.4415680557234736,0.005411354768062093,219.9640096028646,220.64862828308858,1.216485738534002,0.012053428012366085,220.16487762451172,219.780476348447,0.9903987873244219
222.66000366210938,220.91000366210938,221.39999389648438,222.12989807128906,1647259,1,13,55,-0.01630609725109944,223.6489990234375,222.612404606034,1.0351251397653718,0.009898272185537182,222.20856018066405,222.17777977557225,2.0600858716794255,0.010728102314480736,220.44657440185546,221.23181506159455,1.4532949693211552,0.00471951934676107,219.99867604573566,220.69710348395284,1.2193204597105982,0.009621964863660626,220.20707763671874,219.8439868405269,0.9955125523514592
222.35000610351562,221.1999969482422,221.8300018310547,221.30999755859375,1584824,1,14,0,-0.014132673007485663,223.01300048828125,222.3516036810409,1.1334207662851834,0.008842766100620292,222.4029998779297,222.1145474220236,2.0559801373381497,0.015379688705897898,220.61457443237305,221.28878523011457,1.4453083159045266,0.009189774327359679,220.06600952148438,220.77019369989492,1.2162402715575855,0.01098351874132164,220.25527770996095,219.9218697813319,0.9969555913522881
223.37989807128906,221.16000366210938,223.02679443359375,221.7949981689453,1814345,1,14,5,-0.011011485671278853,222.5163604736328,222.57666726522518,1.333238278603329,0.014357572140408337,222.71867980957032,222.28041051503635,2.0778484481670967,0.020787668766983458,220.84166412353517,221.45430991616018,1.4627763730348584,0.013622682681723397,220.16592254638672,220.91578084400453,1.2334236143891726,0.011734675936937,220.30701354980468,220.04363153240098,1.000778660311053
224.3000030517578,222.9199981689453,223.9654998779297,223.06649780273438,1816823,1,14,10,-0.001224159866704655,222.46145935058593,223.03961146946003,1.3780945995016363,0.02022779230113181,223.16273040771483,222.58679039919878,2.072142168175354,0.02727041321418655,221.1389389038086,221.69347086490015,1.4614966122825706,0.02015808839908728,220.31343943277994,221.11253691070937,1.2374468620829269,0.012044721145116677,220.36032348632813,220.1974302910492,1.002136876784889
224.58999633789062,223.30999755859375,223.8350067138672,223.9199981689453,1387320,1,14,15,0.007879865578925394,222.81145935058595,223.30474321759579,0.7700906268676057,0.019795895539482578,223.59723052978515,222.81373882004755,2.0748137410381964,0.027425897763592166,221.43768920898438,221.89742666003988,1.4610254672554976,0.01979873136678023,220.45829315185546,221.28818012381635,1.2379737979339454,0.012983912690277322,220.41770355224608,220.34008034684598,1.00094429139832
224.0399932861328,222.39999389648438,222.45970153808594,223.83999633789062,1209803,1,14,20,0.004786394177124675,223.02340087890624,223.02306265775917,1.0225316625630199,-0.01159775048290912,223.33619995117186,222.74936840514545,1.0906290928249012,0.017563381697269786,221.6296745300293,221.95097664842524,1.5029629194298642,0.018343087805617442,220.59186299641928,221.36376215054344,1.2505940453666429,0.009070555943573533,220.45769744873047,220.42320274650245,1.0183286018111686
222.72340393066406,221.14999389648438,221.27459716796875,222.4499969482422,1375433,1,14,25,-0.0025037400644702945,222.91231994628907,222.44024082782903,1.1794861950475755,-0.016601028532329032,222.96266021728516,222.48122818020423,1.1250761699969707,0.01302295741230819,221.77190475463868,221.88655955504842,1.532455943916547,0.01308785435574733,220.68714955647786,221.3580095710225,1.2733549515879945,0.0011061460451049498,220.46258728027342,220.45659076303056,1.0298692568675953
