ticket,accuracy,precision,recall,f1_score,sample_size,num_interesting_bets,num_possible_bets
PGR,0.9105839416058394,0.0,0.0,0.0,548,0,49
PTC,0.9203125,0.0,0.0,0.0,640,0,51
BA,0.8904538341158059,0.0,0.0,0.0,639,0,70
BEN,0.88125,0.0,0.0,0.0,640,0,76
MMM,0.93125,0.0,0.0,0.0,640,1,43
EMN,0.8890625,0.0,0.0,0.0,640,0,71
PKG,0.9328125,0.0,0.0,0.0,640,4,39
CHRW,0.8984375,0.0,0.0,0.0,640,2,63
MAS,0.9109375,0.0,0.0,0.0,640,0,57
VRTX,0.890625,0.0,0.0,0.0,640,2,68
AMAT,0.809375,0.0,0.0,0.0,640,10,112
JKHY,0.9170812603648425,0.0,0.0,0.0,603,16,34
AVY,0.9263351749539595,0.0,0.0,0.0,543,2,38
OMC,0.940625,0.0,0.0,0.0,640,0,38
DHI,0.8967136150234741,0.0,0.0,0.0,639,0,66
HST,0.9078125,0.0,0.0,0.0,640,0,59
MS,0.9390625,0.0,0.0,0.0,640,0,39
ALLE,0.9089403973509934,0.0,0.0,0.0,604,0,55
QCOM,0.8671875,0.0,0.0,0.0,640,0,85
WFC,0.9328125,0.0,0.0,0.0,640,0,43
HII,0.903921568627451,0.0,0.0,0.0,510,0,49
DHR,0.9123630672926447,0.0,0.0,0.0,639,1,55
DVA,0.8765625,0.0,0.0,0.0,640,0,79
NWL,0.81875,0.0,0.0,0.0,640,3,113
VZ,0.9499217527386542,0.0,0.0,0.0,639,0,32
ZION,0.896875,0.0,0.0,0.0,640,4,62
BAC,0.9296875,0.0,0.0,0.0,640,0,45
CVX,0.9234375,0.0,0.0,0.0,640,0,49
LLY,0.9359375,0.0,0.0,0.0,640,0,41
V,0.9296875,0.0,0.0,0.0,640,3,42
BRK-B,0.946875,0.0,0.0,0.0,640,0,34
GOOG,0.8875,0.0,0.0,0.0,640,0,72
TXN,0.9140625,0.0,0.0,0.0,640,0,55
UNP,0.8921875,0.0,0.0,0.0,640,21,48
TFX,0.8831967213114754,0.0,0.0,0.0,488,0,57
FFIV,0.9148148148148149,0.0,0.0,0.0,540,4,42
HAS,0.8328125,0.0,0.0,0.0,640,0,107
LUMN,0.6921875,0.0,0.0,0.0,640,0,197
AAP,0.84375,0.0,0.0,0.0,640,0,100
PLD,0.8640625,0.0,0.0,0.0,640,3,84
DE,0.884375,0.0,0.0,0.0,640,0,74
GS,0.9359375,0.0,0.0,0.0,640,0,41
LW,0.9234375,0.0,0.0,0.0,640,2,47
AXP,0.9341692789968652,0.0,0.0,0.0,638,0,42
WRK,0.9359375,0.0,0.0,0.0,640,3,38
LOW,0.9046875,0.0,0.0,0.0,640,0,61
MKTX,0.8258258258258259,0.0,0.0,0.0,333,3,55
CMA,0.89375,0.0,0.0,0.0,640,0,68
NWS,0.8921875,0.0,0.0,0.0,640,18,51
AIZ,0.9241379310344827,0.0,0.0,0.0,580,0,44
JNPR,0.9171875,0.0,0.0,0.0,640,1,52
REG,0.9140625,0.0,0.0,0.0,640,3,52
NSC,0.921875,0.0,0.0,0.0,640,0,50
PNC,0.9453125,0.0,0.0,0.0,640,0,35
MU,0.8354661791590493,0.0,0.0,0.0,547,4,86
BKR,0.840625,0.0,0.0,0.0,640,0,102
WTW,0.9392446633825944,0.0,0.0,0.0,609,0,37
MTB,0.9420970266040689,0.0,0.0,0.0,639,0,37
ZBH,0.9217527386541471,0.0,0.0,0.0,639,17,33
CTRA,0.86697965571205,0.0,0.0,0.0,639,0,85
CDW,0.9274193548387096,0.0,0.0,0.0,620,8,37
FAST,0.903125,0.0,0.0,0.0,640,0,62
VTR,0.8951486697965572,0.0,0.0,0.0,639,0,67
NTRS,0.934375,0.0,0.0,0.0,640,0,42
DAL,0.918622848200313,0.0,0.0,0.0,639,0,52
NUE,0.8466353677621283,0.0,0.0,0.0,639,0,98
VMC,0.9405320813771518,0.0,0.0,0.0,639,0,38
GRMN,0.9483568075117371,0.0,0.0,0.0,639,1,32
MLM,0.89375,0.0,0.0,0.0,320,0,34
TT,0.9374021909233177,0.0,0.0,0.0,639,0,40
RJF,0.8966074313408724,0.0,0.0,0.0,619,0,64
IDXX,0.8869179600886918,0.0,0.0,0.0,451,0,51
DFS,0.8982785602503912,0.0,0.0,0.0,639,0,65
VRSK,0.915625,0.0,0.0,0.0,640,9,45
LH,0.8951486697965572,0.0,0.0,0.0,639,0,67
DTE,0.9280125195618153,0.0,0.0,0.0,639,0,46
KEYS,0.9264475743348983,0.0,0.0,0.0,639,0,47
WY,0.917057902973396,0.0,0.0,0.0,639,1,52
EBAY,0.871875,0.0,0.0,0.0,640,0,82
CPRT,0.8890625,0.0,0.0,0.0,640,0,71
MSFT,0.93125,0.0,0.0,0.0,640,0,44
OKE,0.8857589984350548,0.0,0.0,0.0,639,17,56
FRC,0.8967136150234741,0.0,0.0,0.0,639,0,66
EQR,0.9311424100156495,0.0,0.0,0.0,639,0,44
ON,0.76875,0.0,0.0,0.0,640,9,139
EIX,0.94679186228482,0.0,0.0,0.0,639,1,33
ROK,0.9069767441860465,0.0,0.0,0.0,559,0,52
STT,0.8779342723004695,0.0,0.0,0.0,639,0,78
FITB,0.915625,0.0,0.0,0.0,640,0,54
LUV,0.9248826291079812,0.0,0.0,0.0,639,5,43
GLW,0.9264475743348983,0.0,0.0,0.0,639,0,47
EXR,0.917057902973396,0.0,0.0,0.0,639,0,53
CEG,0.8683385579937304,0.0,0.0,0.0,638,6,78
CARR,0.8873239436619719,0.0,0.0,0.0,639,18,54
AMCR,0.9436619718309859,0.0,0.0,0.0,639,0,36
FDX,0.92018779342723,0.0,0.0,0.0,639,0,51
ZBRA,0.8379310344827586,0.0,0.0,0.0,580,2,92
ATO,0.9390625,0.0,0.0,0.0,640,5,34
HCA,0.934375,0.0,0.0,0.0,640,0,42
SYF,0.884375,0.0,0.0,0.0,640,0,74
WAB,0.9389830508474576,0.0,0.0,0.0,590,5,31
COO,0.8560606060606061,0.0,0.0,0.0,396,4,53
APD,0.9515625,0.0,0.0,0.0,640,0,31
DRI,0.915625,0.0,0.0,0.0,640,1,53
EMR,0.940625,0.0,0.0,0.0,640,0,38
CAH,0.9515625,0.0,0.0,0.0,640,0,31
L,0.95,0.0,0.0,0.0,640,0,32
EOG,0.8325508607198748,0.0,0.0,0.0,639,0,107
LKQ,0.9390625,0.0,0.0,0.0,640,0,39
EW,0.8951486697965572,0.0,0.0,0.0,639,0,67
FISV,0.9421875,0.0,0.0,0.0,640,0,37
