ticket,accuracy_low_model,accuracy_high_model,precision_low_model,precision_high_model,sample_size,p_success_strategy,num_interesting_bets
UDR,0.7461538461538462,0.7551282051282051,0.7467700258397932,0.42857142857142855,780,0.0,1
ESS,0.7422680412371134,0.7551546391752577,0.7473262032085561,0.4444444444444444,776,0.1111111111111111,9
MAA,0.7315716272600834,0.799721835883171,0.7342657342657343,0.3333333333333333,719,0.0,0
EQR,0.7538461538461538,0.7628205128205128,0.7578125,0.6428571428571429,780,0.5,2
AVB,0.7525641025641026,0.7705128205128206,0.7612137203166227,0.5625,780,0.0,0
EXR,0.7269230769230769,0.717948717948718,0.7281167108753316,0.5625,780,0.5,6
PSA,0.7410256410256411,0.7551282051282051,0.7444589308996089,0.7297297297297297,780,0.4166666666666667,24
PLD,0.7205128205128205,0.7051282051282052,0.7217165149544863,0.4375,780,0.0,5
IRM,0.7294871794871794,0.6756410256410257,0.728923476005188,0.3333333333333333,780,0.0,0
WY,0.7243589743589743,0.7730769230769231,0.7263294422827496,0.6923076923076923,780,0.75,4
SBAC,0.7300771208226221,0.699228791773779,0.738255033557047,0.6363636363636364,778,0.5,2
EQIX,0.7603092783505154,0.720360824742268,0.7625994694960212,0.6923076923076923,776,0.5454545454545454,11
CCI,0.7512820512820513,0.7346153846153847,0.7536041939711664,0.5294117647058824,780,0.0,1
AMT,0.7230769230769231,0.7128205128205128,0.7263017356475301,0.5806451612903226,780,0.3333333333333333,3
ALLE,0.7282051282051282,0.708974358974359,0.7301173402868318,0.6,780,0.0,2
AVY,0.7429305912596401,0.7275064267352185,0.7450980392156863,0.6363636363636364,778,0.0,0
URI,0.7128205128205128,0.6820512820512821,0.7163978494623656,0.5526315789473685,780,0.3333333333333333,9
SNA,0.8122448979591836,0.8421768707482993,0.813443072702332,0.16666666666666666,735,0.0,0
SWK,0.6128205128205129,0.6564102564102564,0.6103723404255319,0.8055555555555556,780,0.3076923076923077,13
ODFL,0.691025641025641,0.6269230769230769,0.6996047430830039,0.6296296296296297,780,0.7,10
MAS,0.6756410256410257,0.7230769230769231,0.6835106382978723,0.7647058823529411,780,0.0,0
CARR,0.7615384615384615,0.7538461538461538,0.7609819121447028,0.5833333333333334,780,0.6666666666666666,6
GWW,0.7213114754098361,0.744535519125683,0.732574679943101,0.65,732,0.0,1
FAST,0.7705128205128206,0.791025641025641,0.77734375,0.7777777777777778,780,0.0,0
EFX,0.735897435897436,0.735897435897436,0.7440944881889764,0.5789473684210527,780,0.6666666666666666,3
VRSK,0.764102564102564,0.767948717948718,0.771838331160365,0.75,780,0.42857142857142855,7
J,0.7989556135770235,0.8015665796344648,0.8,0.0,766,0.0,0
PWR,0.7038461538461539,0.7051282051282052,0.7043363994743759,0.782608695652174,780,0.0,4
JCI,0.764102564102564,0.7256410256410256,0.7686274509803922,0.6785714285714286,780,0.5384615384615384,13
ALK,0.7397435897435898,0.7474358974358974,0.7486842105263158,0.6666666666666666,780,0.0,2
AAL,0.38846153846153847,0.6423076923076924,0.0,0.6666666666666666,780,0.0,0
UAL,0.6743589743589744,0.6974358974358974,0.6746987951807228,0.696969696969697,780,0.0,2
DAL,0.7217948717948718,0.6935897435897436,0.7307171853856563,0.5714285714285714,780,0.0,1
LUV,0.7512820512820513,0.7128205128205128,0.7599469496021221,0.4444444444444444,780,0.0,2
CPRT,0.7333333333333333,0.21923076923076923,0.7929447852760736,0.21923076923076923,780,0.1794478527607362,652
GPN,0.617948717948718,0.6487179487179487,0.6152796725784447,0.7083333333333334,780,0.0,0
CTAS,0.8264781491002571,0.8033419023136247,0.8337662337662337,1.0,778,0.5,2
RSG,0.8243589743589743,0.8307692307692308,0.8253557567917206,0.8,780,0.0,1
WM,0.8320512820512821,0.8666666666666667,0.835509138381201,0.7142857142857143,780,0.0,0
RHI,0.7205128205128205,0.7294871794871794,0.7232375979112271,0.5,780,0.0,2
PAYX,0.8025641025641026,0.791025641025641,0.8088426527958388,0.6,780,0.0,0
ADP,0.823076923076923,0.7833333333333333,0.8247422680412371,0.5,780,0.5,4
PCAR,0.8358974358974359,0.8102564102564103,0.8426527958387516,0.5333333333333333,780,0.5,4
DE,0.7717948717948718,0.7935897435897435,0.7807133421400264,0.5348837209302325,780,0.36,25
CAT,0.7269230769230769,0.7461538461538462,0.7299465240641712,0.6756756756756757,780,0.8,5
CHRW,0.691025641025641,0.7653846153846153,0.7032520325203252,0.7083333333333334,780,0.18181818181818182,11
EXPD,0.7435897435897436,0.7474358974358974,0.750330250990753,0.85,780,0.0,0
JBHT,0.7307692307692307,0.7269230769230769,0.7357512953367875,0.8,780,1.0,2
FDX,0.7589743589743589,0.7487179487179487,0.76,0.8333333333333334,780,1.0,1
UPS,0.7923076923076923,0.8012820512820513,0.7979139504563233,0.6363636363636364,780,0.0,0
WAB,0.7871794871794872,0.7858974358974359,0.7911802853437094,0.5384615384615384,780,0.3333333333333333,6
NSC,0.808974358974359,0.8269230769230769,0.8137128072445019,0.8,780,1.0,3
CSX,0.8294871794871795,0.8320512820512821,0.8337662337662337,0.5,780,0.0,2
UNP,0.8153846153846154,0.8166666666666667,0.8280839895013123,0.6086956521739131,780,0.4,5
HII,0.756544502617801,0.8102094240837696,0.7569352708058125,0.7142857142857143,764,0.375,8
TXT,0.7956298200514139,0.781491002570694,0.7984496124031008,0.75,778,0.0,0
TDG,0.7039660056657224,0.7577903682719547,0.7052932761087267,0.8,706,0.5555555555555556,9
LHX,0.7833333333333333,0.7935897435897435,0.781127129750983,0.59375,780,0.3333333333333333,15
GD,0.8705128205128205,0.8512820512820513,0.8709677419354839,0.125,780,0.0,3
NOC,0.7666666666666667,0.8141025641025641,0.773209549071618,0.675,780,0.3888888888888889,18
BA,0.6538461538461539,0.6038461538461538,0.6682170542635659,0.6633663366336634,780,0.0,0
LMT,0.8217948717948718,0.8192307692307692,0.8255208333333334,0.5454545454545454,780,0.0,2
RTX,0.8307692307692308,0.8346153846153846,0.8354922279792746,0.6666666666666666,780,0.0,0
PNR,0.7371794871794872,0.7397435897435898,0.741514360313316,0.625,780,0.0,2
AOS,0.7705128205128206,0.7705128205128206,0.776332899869961,0.6153846153846154,780,0.5,2
NDSN,0.7336244541484717,0.8369723435225619,0.740029542097489,0.38461538461538464,687,0.0,3
HWM,0.7525641025641026,0.7256410256410256,0.7568270481144344,0.5625,780,0.6,5
IEX,0.8209549071618037,0.8541114058355438,0.8235294117647058,0.5,754,0.0,0
GNRC,0.5525641025641026,0.573076923076923,0.4906832298136646,0.5626598465473146,780,0.37857142857142856,140
XYL,0.7568438003220612,0.7632850241545893,0.759349593495935,0.75,621,0.0,2
IR,0.7076923076923077,0.7,0.7098039215686275,0.5,780,0.0,0
DOV,0.8320512820512821,0.8166666666666667,0.8326848249027238,0.4444444444444444,780,0.0,0
ROK,0.7115384615384616,0.6628205128205128,0.7116644823066841,0.6363636363636364,780,0.4,5
AME,0.8076923076923077,0.782051282051282,0.8074454428754814,0.5,780,0.4,5
CMI,0.8102564102564103,0.7653846153846153,0.8147174770039421,0.5833333333333334,780,0.4117647058823529,17
OTIS,0.8197424892703863,0.8154506437768241,0.8243831640058055,0.625,699,0.0,0
TT,0.7448717948717949,0.7384615384615385,0.7493472584856397,0.6666666666666666,780,0.0,1
PH,0.7294871794871794,0.7256410256410256,0.734640522875817,0.625,780,0.25,4
