ticket,accuracy,precision,recall,f1_score,sample_size,num_interesting_bets,num_possible_bets
IVZ,0.838810641627543,0.0,0.0,0.0,639,0,103
OGN,0.8328125,0.0,0.0,0.0,640,2,105
GL,0.8813008130081301,0.0,0.0,0.0,615,0,73
AOS,0.8546875,0.0,0.0,0.0,640,0,93
EVRG,0.8921875,0.0,0.0,0.0,640,0,69
FFIV,0.8237476808905381,0.0,0.0,0.0,539,0,95
FDS,0.8427947598253275,0.0,0.0,0.0,229,0,36
BEN,0.840625,0.0,0.0,0.0,640,4,98
WAB,0.8864406779661017,0.0,0.0,0.0,590,0,67
FMC,0.9,0.0,0.0,0.0,620,1,61
VNO,0.81875,0.0,0.0,0.0,640,0,116
CBOE,0.8333333333333334,0.0,0.0,0.0,600,0,100
CHRW,0.859375,0.0,0.0,0.0,640,0,90
AAPL,0.88125,0.0,0.0,0.0,640,0,76
MOH,0.8660714285714286,0.0,0.0,0.0,560,1,74
REGN,0.844559585492228,0.0,0.0,0.0,579,0,90
NFLX,0.7269303201506592,0.0,0.0,0.0,531,0,145
GILD,0.92018779342723,0.0,0.0,0.0,639,1,50
MMC,0.9123630672926447,0.0,0.0,0.0,639,0,56
MO,0.9311424100156495,0.0,0.0,0.0,639,0,44
AMAT,0.7652582159624414,0.0,0.0,0.0,639,0,150
ADI,0.8294209702660407,0.0,0.0,0.0,639,0,109
SYK,0.8841940532081377,0.0,0.0,0.0,639,0,74
VRTX,0.8716744913928013,0.0,0.0,0.0,639,0,82
NOC,0.8941368078175895,0.0,0.0,0.0,614,4,61
BKNG,0.8347639484978541,0.0,0.0,0.0,466,0,77
USB,0.8828125,0.0,0.0,0.0,640,0,75
PGR,0.889090909090909,0.0,0.0,0.0,550,0,61
TGT,0.8171875,0.0,0.0,0.0,640,0,117
TFC,0.8609375,0.0,0.0,0.0,640,0,89
STZ,0.9247135842880524,0.0,0.0,0.0,611,0,46
EW,0.84375,0.0,0.0,0.0,640,0,100
FDX,0.8796875,0.0,0.0,0.0,640,0,77
ITW,0.93125,0.0,0.0,0.0,640,0,44
AON,0.9331103678929766,0.0,0.0,0.0,598,2,38
BSX,0.917057902973396,0.0,0.0,0.0,639,0,53
ICE,0.8794992175273866,0.0,0.0,0.0,639,0,77
APD,0.8763693270735524,0.0,0.0,0.0,639,3,76
ETN,0.92018779342723,0.0,0.0,0.0,639,0,51
CNC,0.9203125,0.0,0.0,0.0,640,0,51
AEP,0.8921875,0.0,0.0,0.0,640,0,69
KHC,0.9140625,0.0,0.0,0.0,640,0,55
FTNT,0.7921875,0.0,0.0,0.0,640,0,133
F,0.86875,0.0,0.0,0.0,640,0,84
ZTS,0.86875,0.0,0.0,0.0,640,0,84
DUK,0.9203125,0.0,0.0,0.0,640,0,51
MDLZ,0.9373848987108656,0.0,0.0,0.0,543,2,32
CI,0.9046875,0.0,0.0,0.0,640,1,60
BRK-B,0.93125,0.0,0.0,0.0,640,1,43
META,0.7918622848200313,0.0,0.0,0.0,639,2,131
PG,0.9389671361502347,0.0,0.0,0.0,639,0,39
MA,0.8857589984350548,0.0,0.0,0.0,639,0,73
LLY,0.9327073552425665,0.0,0.0,0.0,639,0,43
CVX,0.8828125,0.0,0.0,0.0,640,4,71
KO,0.9421875,0.0,0.0,0.0,640,0,37
AVGO,0.8296875,0.0,0.0,0.0,640,0,109
ABT,0.9140625,0.0,0.0,0.0,640,0,55
DHR,0.8625,0.0,0.0,0.0,640,2,86
DIS,0.8046875,0.0,0.0,0.0,640,0,125
BMY,0.9421875,0.0,0.0,0.0,640,0,37
UPS,0.8734375,0.0,0.0,0.0,640,0,81
NEE,0.9171875,0.0,0.0,0.0,640,0,53
T,0.946875,0.0,0.0,0.0,640,0,34
QCOM,0.8015625,0.0,0.0,0.0,640,0,127
PM,0.9248826291079812,0.0,0.0,0.0,639,0,48
LIN,0.9389671361502347,0.0,0.0,0.0,639,3,36
AMD,0.70625,0.0,0.0,0.0,640,0,188
SCHW,0.8984375,0.0,0.0,0.0,640,0,65
SPGI,0.871875,0.0,0.0,0.0,640,0,82
LOW,0.8640625,0.0,0.0,0.0,640,5,82
LMT,0.9484375,0.0,0.0,0.0,640,0,33
BLK,0.8875,0.0,0.0,0.0,640,0,72
PLD,0.8765625,0.0,0.0,0.0,640,1,78
C,0.8620689655172413,0.0,0.0,0.0,551,0,76
ADP,0.896875,0.0,0.0,0.0,640,0,66
KLAC,0.8125,0.0,0.0,0.0,640,3,117
LHX,0.925,0.0,0.0,0.0,640,0,48
CAG,0.9296875,0.0,0.0,0.0,640,0,45
ANSS,0.8323809523809523,0.0,0.0,0.0,525,1,87
KEYS,0.8359375,0.0,0.0,0.0,640,0,105
WY,0.878125,0.0,0.0,0.0,640,0,78
APTV,0.8171875,0.0,0.0,0.0,640,0,117
ROK,0.825,0.0,0.0,0.0,560,4,94
STT,0.853125,0.0,0.0,0.0,640,0,94
AEE,0.923217550274223,0.0,0.0,0.0,547,1,41
ETR,0.9109375,0.0,0.0,0.0,640,0,57
EXR,0.903125,0.0,0.0,0.0,640,0,62
MKC,0.903125,0.0,0.0,0.0,640,9,53
WST,0.7435483870967742,0.0,0.0,0.0,620,0,159
WTW,0.9113300492610837,0.0,0.0,0.0,609,7,47
HIG,0.8998435054773083,0.0,0.0,0.0,639,7,57
CDW,0.901453957996769,0.0,0.0,0.0,619,0,61
STE,0.8187919463087249,0.0,0.0,0.0,596,11,97
CDNS,0.7890625,0.0,0.0,0.0,640,49,86
DAL,0.853125,0.0,0.0,0.0,640,0,94
MLM,0.7852760736196319,0.0,0.0,0.0,326,1,69
FTV,0.8925081433224755,0.0,0.0,0.0,614,0,66
RJF,0.8709677419354839,0.0,0.0,0.0,620,0,80
CEG,0.8307210031347962,0.0,0.0,0.0,638,0,108
AMCR,0.915625,0.0,0.0,0.0,640,0,54
CTLT,0.61875,0.0,0.0,0.0,640,0,244
CFG,0.8778501628664495,0.0,0.0,0.0,614,1,74
EPAM,0.7440191387559809,0.0,0.0,0.0,418,0,107
DOV,0.892018779342723,0.0,0.0,0.0,639,5,64
ESS,0.8391866913123844,0.0,0.0,0.0,541,5,82
JBHT,0.8012519561815337,0.0,0.0,0.0,639,3,124
BR,0.8591549295774648,0.0,0.0,0.0,639,14,76
AMP,0.8865478119935171,0.0,0.0,0.0,617,7,63
DHI,0.838810641627543,0.0,0.0,0.0,639,0,103
HRL,0.9295774647887324,0.0,0.0,0.0,639,2,43
EQR,0.8904538341158059,0.0,0.0,0.0,639,3,67
ADM,0.8466353677621283,0.0,0.0,0.0,639,30,68
PAYX,0.9217527386541471,0.0,0.0,0.0,639,0,50
CTAS,0.8778877887788779,0.0,0.0,0.0,303,0,37
APH,0.915625,0.0,0.0,0.0,640,0,54
CTVA,0.8875,0.0,0.0,0.0,640,0,72
DOW,0.878125,0.0,0.0,0.0,640,0,78
AFL,0.9359375,0.0,0.0,0.0,640,0,41
AJG,0.9234375,0.0,0.0,0.0,640,0,49
CTSH,0.8671875,0.0,0.0,0.0,640,0,85
MSCI,0.7774798927613941,0.0,0.0,0.0,373,0,83
BK,0.90625,0.0,0.0,0.0,640,0,60
EA,0.9046875,0.0,0.0,0.0,640,1,60
ED,0.8951486697965572,0.0,0.0,0.0,639,0,67
JCI,0.9061032863849765,0.0,0.0,0.0,639,0,60
HLT,0.8967136150234741,0.0,0.0,0.0,639,0,66
RMD,0.851764705882353,0.0,0.0,0.0,425,0,63
GPN,0.755868544600939,0.0,0.0,0.0,639,6,150
CARR,0.85,0.0,0.0,0.0,640,0,96
IDXX,0.7716186252771619,0.0,0.0,0.0,451,0,103
TT,0.8921875,0.0,0.0,0.0,640,1,68
IFF,0.85,0.0,0.0,0.0,640,13,83
ODFL,0.8274193548387097,0.0,0.0,0.0,620,0,107
TDG,0.8,0.0,0.0,0.0,185,0,37
OTIS,0.90625,0.0,0.0,0.0,640,0,60
FAST,0.86875,0.0,0.0,0.0,640,2,82
CMI,0.9046875,0.0,0.0,0.0,640,0,61
PCAR,0.9109375,0.0,0.0,0.0,640,0,57
MTB,0.9140625,0.0,0.0,0.0,640,2,53
