ticket,accuracy,precision,recall,f1_score,sample_size,num_interesting_bets,num_possible_bets
SHW,0.846875,0.23076923076923078,0.03296703296703297,0.057692307692307696,640,13,91
CPB,0.91875,0.23076923076923078,0.06666666666666667,0.10344827586206898,640,13,45
DISH,0.525,0.22983870967741934,0.3352941176470588,0.27272727272727276,640,248,170
BKR,0.7640625,0.22727272727272727,0.13043478260869565,0.16574585635359115,640,66,115
IP,0.8546875,0.22727272727272727,0.06172839506172839,0.0970873786407767,640,22,81
UDR,0.8153364632237872,0.22535211267605634,0.20253164556962025,0.21333333333333335,639,71,79
A,0.83125,0.2222222222222222,0.04081632653061224,0.06896551724137931,640,18,98
DFS,0.8765625,0.2222222222222222,0.057971014492753624,0.09195402298850576,640,18,69
DG,0.85,0.21875,0.08974358974358974,0.12727272727272726,640,32,78
ABC,0.8859375,0.21739130434782608,0.08333333333333333,0.12048192771084336,640,23,60
PSA,0.8822525597269625,0.21428571428571427,0.04918032786885246,0.08000000000000002,586,14,61
IRM,0.8703125,0.21428571428571427,0.04,0.06741573033707865,640,14,75
ANET,0.7809076682316118,0.21428571428571427,0.04838709677419355,0.07894736842105263,639,28,124
VMC,0.8609375,0.21428571428571427,0.0821917808219178,0.1188118811881188,640,28,73
ALL,0.8578125,0.2127659574468085,0.15625,0.1801801801801802,640,47,64
LYV,0.7140625,0.21052631578947367,0.023255813953488372,0.041884816753926704,640,19,172
L,0.8888888888888888,0.21052631578947367,0.06666666666666667,0.10126582278481013,639,19,60
ZBRA,0.6620689655172414,0.20967741935483872,0.08125,0.11711711711711711,580,62,160
STX,0.6890625,0.20168067226890757,0.1875,0.19433198380566805,640,119,128
OKE,0.8453125,0.2,0.010416666666666666,0.019801980198019802,640,5,96
IBM,0.9217527386541471,0.2,0.045454545454545456,0.07407407407407407,639,10,44
AME,0.9265625,0.2,0.022727272727272728,0.04081632653061225,640,5,44
EXPE,0.7515625,0.2,0.00641025641025641,0.012422360248447204,640,5,156
DVA,0.7578125,0.19047619047619047,0.10344827586206896,0.13407821229050282,640,63,116
GE,0.8953125,0.18181818181818182,0.07547169811320754,0.10666666666666667,640,22,53
HD,0.8484375,0.18181818181818182,0.022222222222222223,0.039603960396039604,640,11,90
TPR,0.7652582159624414,0.18181818181818182,0.029411764705882353,0.050632911392405056,639,22,136
AIG,0.8716744913928013,0.18181818181818182,0.09836065573770492,0.1276595744680851,639,33,61
BIIB,0.8497652582159625,0.18181818181818182,0.02247191011235955,0.04,639,11,89
PH,0.8591549295774648,0.18181818181818182,0.08695652173913043,0.1176470588235294,639,33,69
ARE,0.8096774193548387,0.18,0.10465116279069768,0.1323529411764706,620,50,86
VZ,0.9078125,0.17647058823529413,0.0625,0.09230769230769231,640,17,48
AAP,0.7574334898278561,0.17647058823529413,0.07377049180327869,0.10404624277456648,639,51,122
EL,0.7625,0.16666666666666666,0.006756756756756757,0.012987012987012986,640,6,148
EFX,0.7984375,0.16666666666666666,0.045871559633027525,0.07194244604316546,640,30,109
KDP,0.9092331768388107,0.15789473684210525,0.1875,0.17142857142857143,639,38,32
TTWO,0.7234375,0.15384615384615385,0.05673758865248227,0.08290155440414508,640,52,141
GS,0.9045383411580594,0.15,0.06382978723404255,0.08955223880597013,639,20,47
PPG,0.8390625,0.14285714285714285,0.01020408163265306,0.019047619047619042,640,7,98
LDOS,0.896774193548387,0.14285714285714285,0.037037037037037035,0.058823529411764705,620,14,54
ZBH,0.892018779342723,0.14285714285714285,0.015625,0.028169014084507043,639,7,64
PXD,0.590625,0.14285714285714285,0.22950819672131148,0.17610062893081763,640,196,122
YUM,0.928125,0.13333333333333333,0.05714285714285714,0.08,640,15,35
BBWI,0.6390625,0.13333333333333333,0.00909090909090909,0.01702127659574468,640,15,220
WYNN,0.68125,0.12698412698412698,0.050955414012738856,0.07272727272727274,640,63,157
CSX,0.88125,0.125,0.03125,0.05,640,16,64
BDX,0.8859375,0.125,0.014925373134328358,0.02666666666666667,640,8,67
TJX,0.853125,0.12195121951219512,0.07936507936507936,0.09615384615384615,640,41,63
UNH,0.85625,0.1111111111111111,0.011764705882352941,0.02127659574468085,640,9,85
PKG,0.86875,0.1111111111111111,0.012987012987012988,0.023255813953488372,640,9,77
NOW,0.7671875,0.1111111111111111,0.007042253521126761,0.013245033112582781,640,9,142
TYL,0.48476454293628807,0.1095890410958904,0.2222222222222222,0.14678899082568808,361,146,72
NTAP,0.8203125,0.1,0.020202020202020204,0.033613445378151266,640,20,99
BWA,0.8546875,0.09090909090909091,0.011904761904761904,0.021052631578947368,640,11,84
DGX,0.8609375,0.09090909090909091,0.028169014084507043,0.043010752688172046,640,22,71
VTRS,0.6953125,0.08387096774193549,0.19696969696969696,0.11764705882352942,640,155,66
PTC,0.8359375,0.08,0.023809523809523808,0.03669724770642202,640,25,84
MAA,0.8137651821862348,0.07692307692307693,0.08333333333333333,0.08,494,52,48
NKE,0.8125,0.05555555555555555,0.009615384615384616,0.016393442622950824,640,18,104
WEC,0.8349673202614379,0.046511627906976744,0.03225806451612903,0.03809523809523809,612,43,62
REG,0.9140625,0.0,0.0,0.0,640,1,54
PHM,0.8375,0.0,0.0,0.0,640,0,104
AES,0.815625,0.0,0.0,0.0,640,2,116
RHI,0.8150470219435737,0.0,0.0,0.0,638,0,118
ATO,0.90625,0.0,0.0,0.0,640,1,59
TAP,0.93125,0.0,0.0,0.0,640,0,44
KIM,0.89375,0.0,0.0,0.0,640,3,65
ALLE,0.8658940397350994,0.0,0.0,0.0,604,0,81
HSIC,0.904397705544933,0.0,0.0,0.0,523,6,44
J,0.8435483870967742,0.0,0.0,0.0,620,4,93
MAS,0.85,0.0,0.0,0.0,640,0,96
HII,0.8705882352941177,0.0,0.0,0.0,510,0,66
WHR,0.8553054662379421,0.0,0.0,0.0,622,0,90
SWKS,0.80625,0.0,0.0,0.0,640,0,124
CAH,0.9029733959311425,0.0,0.0,0.0,639,1,61
DPZ,0.8554421768707483,0.0,0.0,0.0,588,0,85
MHK,0.8154121863799283,0.0,0.0,0.0,558,0,103
CPT,0.8703125,0.0,0.0,0.0,640,6,77
PNW,0.9193548387096774,0.0,0.0,0.0,620,1,49
FBHS,0.853125,0.0,0.0,0.0,640,0,94
TFX,0.7761806981519507,0.0,0.0,0.0,487,0,109
TECH,0.7314487632508834,0.0,0.0,0.0,283,2,74
TER,0.790625,0.0,0.0,0.0,640,0,134
HAS,0.7668231611893583,0.0,0.0,0.0,639,0,149
WDC,0.7796875,0.0,0.0,0.0,640,0,141
LKQ,0.92018779342723,0.0,0.0,0.0,639,0,51
AVY,0.8858195211786372,0.0,0.0,0.0,543,0,62
AKAM,0.9107981220657277,0.0,0.0,0.0,639,1,56
DRI,0.9358372456964006,0.0,0.0,0.0,639,0,41
ALK,0.8859375,0.0,0.0,0.0,640,2,71
CDAY,0.7276995305164319,0.0,0.0,0.0,639,0,174
